,age,job,marital,education,default,housing,loan,contact,day_of_week,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,subscription,season
1394,37,7,1,3,0,0,1,0,0,175,1,999,1,0,-1.8,93.075,-47.1,1.405,0,1
1395,33,4,1,6,0,1,0,0,4,85,4,999,0,1,-1.8,92.893,-46.2,1.334,0,1
1397,33,0,1,3,0,1,0,1,4,67,2,999,0,1,1.1,93.994,-36.4,4.857,0,1
1398,40,9,2,6,0,1,1,0,0,44,1,999,0,1,-0.1,93.2,-42.0,4.021,0,0
1400,32,9,1,6,0,1,0,0,1,77,1,999,0,1,-3.4,92.649,-30.1,0.714,0,0
1401,29,9,2,3,0,1,0,0,3,130,6,999,0,1,1.4,93.444,-36.1,4.965,0,2
1402,32,0,2,3,0,0,0,0,2,1143,1,999,0,1,-1.8,93.075,-47.1,1.365,1,1
1403,35,0,0,6,0,1,0,1,0,221,2,999,0,1,1.1,93.994,-36.4,4.859,0,1
1404,36,0,1,6,0,1,0,0,4,570,2,999,0,1,1.4,93.918,-42.7,4.962,1,2
1405,38,1,1,0,0,0,0,0,3,239,1,999,0,1,-1.8,93.075,-47.1,1.453,0,1
1406,32,0,1,6,0,1,0,1,3,66,7,999,0,1,1.4,93.444,-36.1,4.965,0,2
1407,32,0,2,6,0,0,0,0,1,200,1,999,0,1,1.4,93.444,-36.1,4.97,0,2
1408,34,6,2,3,0,1,0,0,3,581,4,999,0,1,-0.1,93.2,-42.0,4.153,0,0
1409,42,0,2,6,0,1,1,1,4,938,1,999,0,1,1.1,93.994,-36.4,4.858,1,1
1410,28,9,2,2,0,0,0,0,3,223,1,999,0,1,-1.8,92.893,-46.2,1.291,0,1
1411,53,9,1,5,0,0,0,1,0,260,1,999,0,1,1.1,93.994,-36.4,4.857,0,1
1412,27,7,2,2,0,0,0,1,1,93,2,999,0,1,1.1,93.994,-36.4,4.857,0,1
1413,43,2,1,5,0,1,1,0,0,114,1,999,1,0,-1.8,92.893,-46.2,1.259,0,1
1415,35,1,2,1,0,0,0,1,0,81,2,999,0,1,1.4,94.465,-41.8,4.959,0,2
1416,42,0,1,6,0,1,0,0,0,168,1,999,0,1,1.4,93.444,-36.1,4.963,0,2
1417,36,9,2,5,0,0,1,1,1,114,2,999,0,1,1.1,93.994,-36.4,4.858,0,1
1418,35,1,0,2,0,0,0,1,1,138,4,999,0,1,1.4,94.465,-41.8,4.961,0,2
1419,38,7,1,2,0,0,0,1,0,31,1,999,0,1,1.4,94.465,-41.8,4.967,0,2
1421,24,1,2,2,0,1,0,0,4,590,3,999,0,1,1.4,93.918,-42.7,4.963,0,2
1423,31,2,0,0,0,0,0,0,3,152,2,999,0,1,-0.1,93.2,-42.0,4.153,0,0
1424,30,4,1,6,0,1,0,0,4,217,2,999,0,1,1.4,93.918,-42.7,4.963,0,2
1425,68,5,1,6,0,1,0,0,1,546,2,999,1,0,-1.7,94.215,-40.3,0.889,1,2
1427,32,10,1,6,0,1,0,0,2,85,8,999,0,1,1.4,93.444,-36.1,4.962,0,2
1428,55,7,1,3,0,0,1,0,2,371,1,999,0,1,1.4,93.918,-42.7,4.963,0,2
1430,55,7,1,0,0,0,1,0,4,64,1,999,0,1,1.4,93.444,-36.1,4.964,0,2
1433,34,6,2,6,0,1,0,0,1,102,3,999,0,1,-1.8,92.893,-46.2,1.299,0,1
1434,33,1,1,2,0,0,0,0,0,728,1,999,0,1,-1.8,92.893,-46.2,1.313,1,1
1435,42,7,1,3,0,0,0,0,1,312,2,999,0,1,-1.8,92.893,-46.2,1.354,0,1
1436,56,0,1,6,0,0,0,1,0,55,9,999,0,1,1.4,93.918,-42.7,4.957,0,2
1437,46,2,1,2,0,0,0,1,1,245,1,999,0,1,1.4,94.465,-41.8,4.865,0,2
1438,42,0,2,3,0,0,0,0,0,163,1,999,0,1,1.4,93.918,-42.7,4.962,0,2
1439,33,0,0,6,0,1,0,0,2,214,2,999,1,0,-0.1,93.2,-42.0,4.076,0,0
1441,43,6,1,0,0,0,1,0,4,206,5,999,0,1,-0.1,93.2,-42.0,4.12,0,0
1442,52,7,1,1,0,0,1,0,1,161,2,999,0,1,1.4,93.918,-42.7,4.96,0,2
1444,49,3,2,6,0,0,1,0,1,334,3,999,0,1,-3.0,92.713,-33.0,0.717,0,3
1445,41,0,1,6,0,1,0,0,0,47,13,999,0,1,1.4,93.444,-36.1,4.963,0,2
1446,26,1,2,0,0,1,1,0,4,215,3,999,0,1,1.4,93.918,-42.7,4.962,0,2
1449,36,0,2,1,0,1,0,1,4,125,2,999,1,0,-1.8,92.893,-46.2,1.334,0,1
1452,61,6,0,6,0,0,0,0,0,102,2,999,1,0,-1.8,93.369,-34.8,0.649,0,1
1453,40,0,1,2,0,0,0,1,3,224,1,999,0,1,1.1,93.994,-36.4,4.856,0,1
1454,31,9,2,5,0,0,0,1,0,141,2,999,0,1,1.4,93.918,-42.7,4.959,0,2
1455,41,1,1,0,0,1,0,1,1,132,2,999,0,1,1.4,94.465,-41.8,4.865,0,2
1456,39,7,1,3,0,1,0,0,2,22,8,999,1,0,-1.8,92.893,-46.2,1.266,0,1
1457,39,0,0,3,0,0,0,0,3,121,17,999,0,1,1.4,93.918,-42.7,4.961,0,2
1458,38,4,1,6,0,1,0,0,2,328,2,999,0,1,-2.9,92.201,-31.4,0.873,0,2
1459,47,4,1,3,0,0,1,0,0,245,1,999,1,0,-1.8,93.075,-47.1,1.405,0,1
1460,24,0,2,3,0,1,0,1,1,722,3,999,0,1,1.4,93.918,-42.7,4.96,0,2
1463,51,2,1,2,0,1,0,1,3,142,2,999,0,1,1.1,93.994,-36.4,4.856,0,1
1465,24,9,2,5,0,1,0,0,3,211,1,999,0,1,-2.9,92.963,-40.8,1.262,0,2
1466,24,7,1,3,0,0,0,0,2,10,5,999,0,1,-1.8,92.893,-46.2,1.266,0,1
1468,71,5,2,6,0,1,0,0,3,167,1,999,0,1,-3.4,92.431,-26.9,0.742,0,0
1469,27,0,2,6,0,1,1,0,4,98,1,999,1,0,-1.8,93.075,-47.1,1.445,0,1
1470,32,7,1,3,0,0,0,0,1,217,1,999,0,1,-3.4,92.431,-26.9,0.739,0,0
1472,35,7,2,3,0,1,0,0,2,66,1,999,1,0,-1.8,92.893,-46.2,1.327,0,1
1473,35,9,2,5,0,1,1,0,2,347,1,999,0,1,1.4,93.444,-36.1,4.964,0,2
1474,38,7,2,2,0,1,0,1,2,193,1,999,0,1,1.1,93.994,-36.4,4.86,0,1
1475,52,7,2,3,0,1,0,1,4,43,1,999,0,1,1.4,94.465,-41.8,4.962,0,2
1478,40,9,1,5,0,0,0,1,3,26,1,999,0,1,1.1,93.994,-36.4,4.856,0,1
1479,38,1,1,3,0,1,0,0,4,122,5,999,0,1,1.4,93.918,-42.7,4.963,0,2
1480,32,4,2,6,0,0,0,0,2,162,4,999,1,0,-1.8,92.893,-46.2,1.266,0,1
1481,35,0,1,3,0,0,0,0,3,95,1,999,0,1,-0.1,93.2,-42.0,4.153,0,0
1482,28,1,2,5,0,1,0,0,4,611,2,999,0,1,1.4,93.918,-42.7,4.962,0,2
1483,25,1,1,0,0,0,0,0,2,420,2,999,0,1,1.4,93.918,-42.7,4.958,0,2
1484,28,0,2,6,0,0,0,0,4,202,1,999,0,1,-2.9,92.201,-31.4,0.879,0,2
1485,31,9,1,6,0,0,0,0,2,244,1,3,1,2,-1.1,94.199,-37.5,0.878,1,0
1486,38,9,1,6,0,0,0,0,4,539,1,999,0,1,-2.9,92.963,-40.8,1.26,1,2
1488,32,9,0,5,0,1,0,1,0,76,17,999,0,1,1.1,93.994,-36.4,4.859,0,1
1489,73,5,1,5,0,1,0,0,2,135,2,999,0,1,-2.9,92.201,-31.4,0.873,0,2
1490,34,0,2,3,0,1,0,1,4,359,1,999,0,1,1.1,93.994,-36.4,4.856,0,1
1492,41,9,0,6,0,1,0,0,0,167,1,999,0,1,1.4,93.444,-36.1,4.966,0,2
1494,34,9,1,6,0,0,0,0,3,116,2,999,0,1,-2.9,92.963,-40.8,1.262,0,2
1496,39,5,2,3,0,0,0,1,2,109,4,999,0,1,1.1,93.994,-36.4,4.855,0,1
1497,34,9,1,5,0,1,0,0,1,93,1,999,0,1,-1.8,92.843,-50.0,1.629,0,1
1500,38,0,1,6,0,1,0,1,2,197,1,999,0,1,1.4,94.465,-41.8,4.866,0,2
1501,41,0,0,6,0,1,0,0,4,188,4,999,0,1,1.4,93.444,-36.1,4.964,0,2
1502,38,0,1,6,0,1,0,0,2,191,3,999,0,1,1.4,93.444,-36.1,4.968,0,2
1503,47,9,0,3,0,1,0,0,2,303,3,999,0,1,1.4,93.918,-42.7,4.962,0,2
1504,23,1,2,2,0,1,0,0,2,523,2,999,0,1,1.4,93.918,-42.7,4.962,0,2
1505,30,1,2,2,0,0,0,1,4,83,11,999,0,1,1.4,94.465,-41.8,4.864,0,2
1506,49,9,1,6,0,1,0,0,2,91,1,999,0,1,-0.1,93.2,-42.0,4.076,0,0
1508,36,9,2,5,0,1,0,0,4,225,2,999,1,0,-1.8,92.893,-46.2,1.281,0,1
1509,49,1,1,1,0,0,0,0,1,383,3,999,0,1,1.4,93.444,-36.1,4.965,0,2
1510,21,8,2,5,0,0,0,1,4,250,1,999,0,1,-3.4,92.649,-30.1,0.716,0,0
1511,34,10,1,3,0,0,0,0,2,284,2,999,0,1,1.4,93.918,-42.7,4.968,0,2
1512,45,1,1,0,0,1,0,0,2,367,2,999,0,1,1.4,93.918,-42.7,4.962,1,2
1513,54,10,1,2,0,0,0,0,4,193,1,3,1,2,-1.8,92.893,-46.2,1.27,1,1
1514,34,7,1,3,0,0,0,0,4,71,3,999,0,1,-1.8,92.893,-46.2,1.27,0,1
1515,36,1,1,1,0,0,0,0,1,193,1,999,0,1,-1.8,92.893,-46.2,1.299,0,1
1516,45,0,2,5,0,0,0,1,3,265,4,999,0,1,1.1,93.994,-36.4,4.857,0,1
1517,37,0,1,6,0,0,0,1,4,274,1,999,0,1,-0.1,93.2,-42.0,4.12,0,0
1518,32,1,2,2,0,1,0,0,2,75,2,999,0,1,-0.1,93.2,-42.0,4.076,0,0
1521,36,0,2,6,0,1,1,1,2,18,8,999,0,1,1.4,93.918,-42.7,4.968,0,2
1522,32,0,0,2,0,1,0,0,1,118,3,999,0,1,1.4,93.918,-42.7,4.96,0,2
1523,34,7,1,3,0,0,0,1,3,211,1,999,0,1,1.1,93.994,-36.4,4.856,0,1
1525,24,0,2,6,0,0,0,0,2,147,1,999,1,0,-2.9,92.201,-31.4,0.851,0,2
1526,37,7,1,3,0,1,0,0,1,91,2,999,0,1,-2.9,92.469,-33.6,0.944,0,2
1527,37,1,1,3,0,1,0,1,1,90,4,999,0,1,1.4,94.465,-41.8,4.961,0,2
1529,27,0,2,3,0,1,0,1,0,24,1,999,0,1,-0.1,93.2,-42.0,3.853,0,0
1531,54,5,1,0,0,0,1,0,2,164,2,999,0,1,-3.4,92.431,-26.9,0.722,1,0
1532,34,1,1,3,0,0,0,0,2,144,3,999,1,0,-1.8,92.893,-46.2,1.266,0,1
1533,36,3,1,1,0,1,0,1,1,45,3,999,0,1,1.4,94.465,-41.8,4.865,0,2
1535,30,0,1,3,0,1,0,1,1,434,4,999,0,1,1.1,93.994,-36.4,4.857,0,1
1536,37,4,1,6,0,1,0,0,3,263,2,999,0,1,1.4,93.444,-36.1,4.968,0,2
1537,46,9,1,5,0,1,0,1,3,34,4,999,0,1,-1.8,92.893,-46.2,1.291,0,1
1540,78,5,1,0,0,0,0,0,1,1148,1,999,0,1,-1.7,94.215,-40.3,0.87,1,2
1541,27,7,2,3,0,0,0,0,0,423,3,999,0,1,-1.7,94.215,-40.3,0.79,1,2
1542,55,9,1,6,0,0,0,1,1,349,1,999,0,1,1.1,93.994,-36.4,4.857,0,1
1543,51,5,1,2,0,1,0,0,2,259,1,999,0,1,-0.1,93.2,-42.0,4.076,0,0
1544,41,9,1,5,0,1,1,0,4,204,2,999,0,1,-1.8,92.893,-46.2,1.27,0,1
1545,54,5,1,3,0,0,0,0,3,172,1,999,0,1,-0.1,93.2,-42.0,4.153,0,0
1546,46,0,0,3,0,1,0,1,0,3253,1,999,0,1,-0.1,93.798,-40.4,5.045,0,0
1547,30,0,1,6,0,0,0,0,1,329,2,999,0,1,-0.1,93.2,-42.0,4.191,0,0
1549,38,7,0,3,0,0,0,0,2,503,1,999,0,1,1.4,93.918,-42.7,4.963,0,2
1550,36,1,1,3,0,0,0,1,1,286,1,999,0,1,1.1,93.994,-36.4,4.857,0,1
1552,46,9,0,5,0,1,0,0,2,165,3,999,0,1,1.4,93.918,-42.7,4.968,0,2
1553,40,0,1,6,0,1,0,1,0,606,5,999,0,1,1.4,94.465,-41.8,4.967,0,2
1555,35,9,1,5,0,1,0,1,3,117,3,999,0,1,1.4,94.465,-41.8,4.961,0,2
1558,36,0,2,3,0,0,0,0,0,140,1,999,0,1,-1.8,93.075,-47.1,1.405,0,1
1559,42,0,1,6,0,0,1,0,0,81,7,999,0,1,1.4,93.444,-36.1,4.963,0,2
1561,40,4,2,6,0,0,0,0,2,309,2,999,0,1,1.4,93.918,-42.7,4.958,0,2
1562,53,9,1,5,0,1,0,0,2,178,2,999,0,1,1.4,93.444,-36.1,4.964,0,2
1565,38,0,2,6,0,1,0,1,1,195,2,999,0,1,-2.9,92.469,-33.6,0.914,0,2
1566,34,0,2,6,0,1,0,0,2,98,1,999,0,1,1.4,93.444,-36.1,4.964,0,2
1567,36,1,2,0,0,1,0,1,0,250,8,999,0,1,1.4,94.465,-41.8,4.947,0,2
1568,38,0,0,6,0,0,0,0,1,79,3,999,0,1,-1.8,92.893,-46.2,1.299,0,1
1569,32,0,1,3,0,0,0,0,2,187,1,999,0,1,-1.8,92.893,-46.2,1.327,0,1
1571,49,2,1,6,0,1,0,0,1,334,1,999,0,1,-1.8,93.075,-47.1,1.405,0,1
1573,38,4,1,6,0,0,0,0,3,61,1,999,0,1,-0.1,93.2,-42.0,4.153,0,0
1574,38,9,2,6,0,1,0,0,0,210,2,999,0,1,1.4,93.918,-42.7,4.963,0,2
1575,28,1,2,3,0,0,0,0,2,16,1,999,0,1,-1.8,92.893,-46.2,1.327,0,1
1576,26,9,2,5,0,1,0,0,0,249,1,3,3,2,-1.1,94.199,-37.5,0.879,1,0
1577,27,0,2,3,0,0,0,0,3,192,1,999,0,1,1.4,93.918,-42.7,4.962,0,2
1578,59,5,1,1,0,1,0,0,3,807,1,999,0,1,1.4,93.918,-42.7,4.961,0,2
1579,26,7,2,3,0,0,0,1,0,155,3,999,0,1,1.1,93.994,-36.4,4.855,0,1
1580,38,9,2,5,0,1,0,0,2,268,1,999,0,1,1.4,93.918,-42.7,4.963,0,2
1581,39,2,2,1,0,1,0,1,2,77,2,999,0,1,1.1,93.994,-36.4,4.86,0,1
1585,31,7,1,2,0,0,0,0,1,74,2,999,0,1,-1.8,93.075,-47.1,1.405,0,1
1586,47,0,0,6,0,1,0,0,0,94,2,999,0,1,1.4,93.444,-36.1,4.964,0,2
1587,54,1,1,3,0,1,1,0,4,184,1,999,0,1,-1.8,92.893,-46.2,1.334,0,1
1588,32,4,1,6,0,1,1,0,0,1067,2,999,0,1,-0.1,93.2,-42.0,4.021,0,0
1590,55,9,1,5,0,0,1,0,0,543,3,999,1,0,-1.8,92.893,-46.2,1.25,0,1
1591,80,5,1,0,0,0,0,0,1,382,1,3,3,2,-1.8,93.876,-40.0,0.697,1,1
1592,29,9,1,5,0,0,0,1,3,492,2,999,0,1,1.1,93.994,-36.4,4.856,0,1
1593,32,0,2,6,0,1,0,0,4,412,1,999,0,1,-1.8,92.893,-46.2,1.27,1,1
1594,47,0,2,6,0,0,0,0,2,310,3,999,0,1,1.4,93.444,-36.1,4.963,0,2
1596,33,1,1,1,0,0,0,1,4,1183,1,999,0,1,1.1,93.994,-36.4,4.857,1,1
1597,51,0,1,3,0,0,0,0,4,286,2,999,0,1,-0.1,93.2,-42.0,4.12,0,0
1598,40,2,1,6,0,1,0,0,1,145,2,999,0,1,1.4,93.444,-36.1,4.97,0,2
1599,44,7,0,3,0,0,0,0,1,903,4,999,0,1,-1.8,92.893,-46.2,1.244,1,1
1600,28,6,2,2,0,1,0,1,3,4,4,999,0,1,1.1,93.994,-36.4,4.857,0,1
1601,46,9,1,5,0,0,0,0,1,64,3,999,0,1,-0.1,93.2,-42.0,4.191,0,0
1602,46,2,1,6,0,1,0,1,1,105,11,999,0,1,1.1,93.994,-36.4,4.858,0,1
1604,25,8,2,3,0,0,0,1,3,345,2,999,0,1,-3.4,92.649,-30.1,0.715,0,0
1607,52,1,1,0,0,1,0,0,4,249,1,999,0,1,-1.8,93.075,-47.1,1.445,0,1
1608,39,0,0,6,0,0,1,0,1,375,3,999,0,1,-1.7,94.215,-40.3,0.827,1,2
1609,44,0,0,3,0,1,0,1,1,1628,2,6,1,2,-3.4,92.649,-30.1,0.719,1,0
1610,39,0,2,3,0,1,0,0,0,361,1,999,0,1,1.4,93.918,-42.7,4.962,0,2
1611,54,5,1,0,0,1,0,0,0,840,3,999,0,1,-1.8,93.075,-47.1,1.405,1,1
1612,55,5,1,6,0,1,0,0,0,188,2,999,0,1,1.4,93.918,-42.7,4.963,0,2
1613,46,0,0,2,0,1,0,1,2,56,2,999,0,1,1.1,93.994,-36.4,4.86,0,1
1615,45,7,1,3,0,1,0,0,4,651,4,999,0,1,-1.8,93.075,-47.1,1.415,0,1
1616,29,1,2,2,0,0,1,0,4,107,2,999,0,1,-3.4,92.431,-26.9,0.735,1,0
1617,46,9,0,5,0,0,0,0,3,231,3,999,0,1,1.4,93.918,-42.7,4.961,0,2
1620,50,0,1,6,0,0,1,1,3,20,4,999,0,1,1.1,93.994,-36.4,4.857,0,1
1621,34,0,1,6,0,0,0,1,3,1167,1,999,0,1,1.1,93.994,-36.4,4.856,0,1
1622,36,2,1,6,0,0,0,1,4,386,3,999,0,1,1.1,93.994,-36.4,4.857,0,1
1623,29,1,2,0,0,1,1,0,2,104,5,999,0,1,-0.1,93.2,-42.0,4.076,0,0
1627,26,1,2,2,0,1,0,0,1,369,1,999,0,1,1.4,93.918,-42.7,4.96,0,2
1630,54,1,2,2,0,1,0,0,0,14,1,999,0,1,-1.8,93.075,-47.1,1.405,0,1
1631,40,9,1,5,0,1,0,0,2,258,6,999,0,1,1.4,93.444,-36.1,4.962,0,2
1632,29,0,1,6,0,0,1,0,3,347,3,5,1,2,-1.7,94.055,-39.8,0.702,1,2
1634,55,1,1,0,0,0,0,0,4,525,2,999,0,1,1.4,93.918,-42.7,4.957,0,2
1635,43,9,1,5,0,0,0,1,0,265,2,999,0,1,1.1,93.994,-36.4,4.864,0,1
1636,26,6,2,6,0,0,0,0,4,78,1,999,0,1,-1.8,92.893,-46.2,1.27,0,1
1637,33,9,0,5,0,1,0,0,1,170,2,999,0,1,1.4,93.444,-36.1,4.97,0,2
1639,36,0,1,6,0,1,0,0,1,506,2,999,0,1,-1.8,93.075,-47.1,1.405,0,1
1640,33,1,1,1,0,1,0,0,4,351,3,999,0,1,-1.8,93.075,-47.1,1.498,1,1
1641,36,9,2,3,0,1,1,0,3,629,7,999,0,1,1.4,93.444,-36.1,4.963,0,2
1643,39,9,1,5,0,0,0,1,3,273,2,999,0,1,1.1,93.994,-36.4,4.856,0,1
1645,28,0,1,6,0,0,0,0,0,161,4,999,0,1,-1.7,94.027,-38.3,0.898,0,2
1646,38,1,1,2,0,0,0,1,4,333,1,999,0,1,1.4,94.465,-41.8,4.958,0,2
1648,38,4,2,6,0,0,0,0,4,76,17,999,0,1,1.4,93.918,-42.7,4.963,0,2
1649,36,1,2,2,0,0,0,0,1,234,2,999,0,1,1.4,93.918,-42.7,4.962,0,2
1650,51,1,1,6,0,1,0,0,0,99,3,999,0,1,-1.8,92.893,-46.2,1.313,0,1
1652,44,7,0,3,0,1,0,0,2,533,1,999,0,1,-1.8,92.893,-46.2,1.266,1,1
1653,27,0,2,6,0,1,0,0,4,429,2,999,0,1,-2.9,92.201,-31.4,0.879,1,2
1654,58,4,0,6,0,1,0,1,4,174,5,999,0,1,1.4,93.918,-42.7,4.957,0,2
1655,28,7,2,3,0,0,0,1,3,406,3,999,0,1,1.4,94.465,-41.8,4.961,0,2
1656,41,0,1,6,0,0,0,0,3,766,2,999,0,1,1.4,93.444,-36.1,4.968,1,2
1657,34,1,1,2,0,1,0,1,0,232,2,999,0,1,1.4,94.465,-41.8,4.959,0,2
1658,29,7,2,3,0,1,1,0,4,431,2,999,2,0,-2.9,92.963,-40.8,1.26,1,2
1660,37,9,2,6,0,1,0,0,3,481,2,999,4,0,-1.7,94.027,-38.3,0.899,1,2
1663,36,1,1,2,0,0,0,1,4,360,2,999,0,1,1.1,93.994,-36.4,4.859,0,1
1664,34,1,1,2,0,0,1,0,4,50,1,999,0,1,-1.8,92.893,-46.2,1.334,0,1
1665,35,1,1,2,0,1,0,0,1,212,1,999,2,0,-1.1,94.767,-50.8,1.05,0,0
1666,36,10,1,6,0,0,0,0,2,616,2,999,0,1,1.4,93.918,-42.7,4.968,0,2
1667,55,0,1,3,0,0,1,0,4,307,1,999,1,0,-1.8,93.075,-47.1,1.405,1,1
1668,50,1,1,0,0,0,0,0,1,1130,3,999,0,1,1.4,93.918,-42.7,4.962,1,2
1669,37,1,1,5,0,1,0,0,1,93,4,999,0,1,-1.8,93.075,-47.1,1.405,0,1
1670,24,8,2,3,0,0,0,1,4,132,1,999,0,1,1.4,94.465,-41.8,4.864,0,2
1672,59,5,0,3,0,1,0,0,2,247,2,999,1,0,-1.8,93.749,-34.6,0.644,0,1
1673,32,0,2,6,0,1,1,0,3,69,2,999,0,1,-3.4,92.379,-29.8,0.819,0,0
1675,48,4,1,6,0,1,1,0,3,747,2,999,0,1,-3.4,92.649,-30.1,0.715,1,0
1677,43,9,0,5,0,1,0,1,1,99,3,999,0,1,1.4,94.465,-41.8,4.961,0,2
1679,26,1,2,3,0,0,0,0,0,49,3,999,0,1,-1.8,92.893,-46.2,1.25,0,1
1680,47,0,0,3,0,1,0,0,3,188,1,3,1,2,-3.4,92.379,-29.8,0.77,0,0
1681,24,9,2,5,0,1,0,0,4,171,5,999,0,1,1.4,93.918,-42.7,4.962,0,2
1682,35,6,1,6,0,0,0,1,1,81,1,999,0,1,-0.1,93.2,-42.0,4.191,0,0
1683,26,8,2,2,0,1,0,0,3,75,2,999,1,0,-3.4,92.431,-26.9,0.742,0,0
1684,31,10,2,6,0,1,0,0,3,11,9,999,0,1,-1.8,92.893,-46.2,1.344,0,1
1685,33,1,2,3,0,0,0,0,1,2301,1,999,0,1,-1.8,92.893,-46.2,1.244,1,1
1686,53,0,2,3,0,1,1,1,4,75,3,999,0,1,-1.8,93.075,-47.1,1.372,0,1
1687,43,9,1,5,0,0,0,0,2,460,1,999,1,0,-1.8,93.876,-40.0,0.699,1,1
1688,34,9,2,5,0,1,1,1,1,64,1,999,0,1,1.4,93.444,-36.1,4.97,0,2
1689,41,9,2,5,0,1,0,0,3,54,1,999,0,1,1.4,93.444,-36.1,4.968,0,2
1691,33,9,1,5,0,0,0,1,1,220,4,999,0,1,1.4,94.465,-41.8,4.961,0,2
1693,29,0,1,3,0,1,1,0,1,36,3,999,0,1,1.4,93.444,-36.1,4.963,0,2
1694,25,1,2,2,0,0,0,0,0,170,2,999,0,1,-1.8,92.893,-46.2,1.25,0,1
1696,29,9,1,5,0,1,0,0,4,332,1,999,0,1,1.4,93.918,-42.7,4.962,0,2
1697,57,5,1,6,0,0,0,0,2,81,1,999,1,0,-1.8,93.075,-47.1,1.365,0,1
1699,35,0,1,6,0,1,0,1,0,150,1,999,0,1,1.1,93.994,-36.4,4.859,0,1
1700,31,1,1,1,0,0,0,1,4,439,2,999,0,1,1.1,93.994,-36.4,4.857,0,1
1701,43,0,1,3,0,0,0,0,3,127,1,999,0,1,-0.1,93.2,-42.0,4.153,0,0
1702,34,1,1,1,0,1,0,0,1,320,1,999,0,1,1.4,93.918,-42.7,4.96,0,2
1703,38,0,2,6,0,1,0,1,3,284,1,999,0,1,1.4,94.465,-41.8,4.864,0,2
1704,43,0,1,6,0,1,0,0,4,281,4,999,0,1,1.4,93.444,-36.1,4.964,0,2
1705,38,4,1,6,0,1,0,0,2,83,1,999,0,1,-0.1,93.2,-42.0,4.076,0,0
1706,46,1,1,5,0,0,0,1,4,247,1,999,0,1,1.1,93.994,-36.4,4.857,0,1
1708,47,2,1,5,0,0,0,1,3,400,2,999,0,1,1.1,93.994,-36.4,4.857,0,1
1709,25,1,2,0,0,1,0,1,0,304,2,999,0,1,1.1,93.994,-36.4,4.859,0,1
1710,38,4,1,3,0,0,0,1,3,776,1,999,0,1,1.1,93.994,-36.4,4.857,0,1
1711,36,9,1,5,0,0,1,1,2,247,2,999,0,1,1.4,94.465,-41.8,4.958,0,2
1712,30,0,1,6,0,1,0,0,3,496,1,999,0,1,-1.8,93.075,-47.1,1.423,1,1
1713,34,0,2,6,0,1,0,0,3,568,1,6,3,2,-1.8,93.369,-34.8,0.652,1,1
1715,46,2,1,3,0,1,0,0,1,109,1,999,0,1,-2.9,92.201,-31.4,0.861,0,2
1716,45,0,1,2,0,1,0,1,4,173,1,999,0,1,1.1,93.994,-36.4,4.857,0,1
1717,38,3,1,6,0,1,0,0,3,295,2,999,0,1,1.4,93.444,-36.1,4.968,0,2
1718,30,3,1,3,0,1,0,1,4,207,1,999,0,1,1.1,93.994,-36.4,4.858,0,1
1719,31,4,0,6,0,1,0,0,0,156,2,999,0,1,-1.8,92.893,-46.2,1.313,0,1
1720,52,0,0,3,0,0,0,0,0,87,5,999,0,1,1.4,93.918,-42.7,4.962,0,2
1721,48,10,0,0,0,0,1,1,1,119,2,999,0,1,1.4,94.465,-41.8,4.96,0,2
1722,27,1,2,1,0,0,0,1,3,68,3,999,0,1,1.4,93.918,-42.7,4.961,0,2
1725,32,0,1,6,0,1,1,0,4,152,2,999,0,1,1.4,93.444,-36.1,4.964,0,2
1727,60,5,1,5,0,1,0,0,2,448,3,999,0,1,1.4,93.444,-36.1,4.968,0,2
1728,32,0,2,2,0,1,0,0,2,77,2,999,0,1,1.4,93.918,-42.7,4.958,0,2
1729,32,1,1,2,0,0,0,1,1,78,1,999,0,1,1.4,94.465,-41.8,4.961,0,2
1730,54,2,1,6,0,1,0,1,4,39,2,999,0,1,1.4,94.465,-41.8,4.864,0,2
1731,53,4,1,3,0,1,0,0,1,8,3,999,0,1,-1.8,92.893,-46.2,1.354,0,1
1733,27,9,2,3,0,1,0,1,2,43,2,999,0,1,1.1,93.994,-36.4,4.855,0,1
1734,29,1,1,1,0,0,0,0,3,342,1,999,1,0,-1.8,92.893,-46.2,1.291,0,1
1736,38,0,1,3,0,1,0,1,2,26,3,999,0,1,1.1,93.994,-36.4,4.86,0,1
1738,37,0,2,3,0,1,0,0,3,316,2,999,0,1,1.4,93.918,-42.7,4.961,0,2
1741,32,0,2,6,0,1,0,0,2,159,1,999,0,1,1.4,93.444,-36.1,4.964,0,2
1742,43,9,2,6,0,1,0,0,2,534,1,999,0,1,1.4,93.918,-42.7,4.958,0,2
1743,35,1,2,2,0,1,0,0,1,126,3,999,0,1,1.4,93.918,-42.7,4.962,0,2
1745,42,9,1,5,0,0,0,0,2,295,1,6,2,2,-1.7,94.027,-38.3,0.899,1,2
1746,39,1,1,1,0,1,0,0,2,391,2,999,0,1,-0.1,93.2,-42.0,4.076,0,0
1747,41,2,1,6,0,1,0,1,4,1138,1,999,0,1,1.1,93.994,-36.4,4.856,1,1
1748,38,0,1,5,0,0,0,0,1,182,3,999,0,1,1.4,93.918,-42.7,4.96,0,2
1750,33,1,1,2,0,1,0,0,4,1019,11,999,0,1,1.4,93.918,-42.7,4.957,1,2
